User,Handle,PostDate,TweetText,ReplyCount,RetweetCount,LikeCount
Lucy Tuesday,@LucyTuesday2,2021-05-21T03:45:48.000Z,to brutality towards female trauma victim yet again Zero insight from the chief constable Its like the scene from where she for screaming and shouting after she rape,1,0,0
Hueman Arkad,@zone6ixx,2021-05-21T03:45:37.000Z,Tee About Family Police Brutality via About Family Police Brutality Tee up to the with Credible and to make clear statement on the latest Spitting completely,0,0,0
Yudhisthirananda,@potato_vi,2021-05-21T03:45:33.000Z,At the same police station What is this Tweet Free Today The year old was said to have been taken in at am and according to the police incident report he at Death Custody,0,0,1
End Police Brutality in Nigeria!,@moe_official10,2021-05-21T03:42:51.000Z,to and season incoming next year,0,0,0
KB,@mericanhooligan,2021-05-21T03:42:39.000Z,killing even enough for all Now you re out here shooting dogs people killing them too Karma is such bitch you coward fat Holding that like hard sideways like ya Ethics Morality,0,0,0
Deviliciously,@_zhethagovan_,2021-05-21T03:41:42.000Z,voice out here We are all so into and the brutality they re facing there Now tell me how many of all aware of the situation in our country Police brutality back until now the latest one,1,0,0
King Nav,@navitraaaa,2021-05-21T03:40:48.000Z,Someone just police brutality to ethnic cleansing,2,1,0
InSearchOfPeace,@1ViDel,2021-05-21T03:40:47.000Z,you self righteous off YOUR rocker jackass are you talking about Someone should warn you you are unwell Shame on your dumb ass You just off on increasing police brutality towards EVERY Quote Tweet Tinker Bell Jar THIS GUY NO SERIOUSLY HIM AM TOO OFF TO EVEN WRITE ANYTHING ELSE twitter,0,0,0
amalina,@alinasboat,2021-05-21T03:39:51.000Z,case police brutality nak same energy Like we get your concern la give off the pick me Tau aku,0,0,0
Savannah Benson,@SavvyBeeBen,2021-05-21T03:38:13.000Z,police Tweet Ash Last night my cousin Mike was psychotic episode and the and him and he at the hospital My head and heart is in we grew up together went to the the same and rode our together on the,0,1,1
Luqman,@lqmnraof,2021-05-21T03:37:46.000Z,feel for my the kind of horror you have to endure as result of our local police brutality despicable,0,0,0
b‍,@nicolenitrc,2021-05-21T03:35:11.000Z,was the first victim of police brutality,0,0,0
China,@dubsvibes,2021-05-21T03:35:10.000Z,to and don give it all way but there one where they try to tackle the issue of police brutality and racial had good message but the acting was so bad it completely screwed everything for me,0,1,0
Bob,@19Jackson90,2021-05-21T03:34:24.000Z,to rational and lost my eye The price of US police brutality,0,0,0
Watch_The_Tape,@watch_tape,2021-05-21T03:34:20.000Z,to and job is brainwash black people by black people blaming black people justifying police brutality and white and fake data to try and oppress black people from prosperity Good thing everyone saw through it,1,0,0
Hairy Chafin',@Trevor_Adams,2021-05-21T03:33:21.000Z,This is to watch If police brutality you don bother with it It just as bad as the murder All are either murderous or until like this start becoming REALLY scarce Quote Tweet Don Lemon Tonight After fatal encounter with the State Police family said police told them he in an auto accident video and dragged him Mother there was cover up,0,0,0
Animal Representation,@Boss105L,2021-05-21T03:33:20.000Z,to and come to the media and the media actually them it too offensive Huh But they have no problem showing police brutality which is hard to watch too which they should show just pointing out the hypocrisy agree it,1,1,1
Nchanted Kitty,@nchantedkitty,2021-05-21T03:32:10.000Z,Black Man For His Life Police Still Him via Black Man For His Life Police Still Him The TYT clip you are watching is brought to you by our at the COVID Rescue Fund To help small forced to close by the Pandemic and provide,0,0,0
Ray(ana) of,@TheMarchMermaid,2021-05-21T03:32:00.000Z,you ALREADY say that on EVERY video of police brutality Quote Tweet to and now tell that to the people fighting,0,0,0
QuezzNino,@Quezznino433,2021-05-21T03:31:52.000Z,Police brutality been among us kept it under female Time to break the world like we straight From of skittles it been something justice us music dope wisdom music LIKE,0,0,0
Michael T. White,@Sillymike7,2021-05-21T03:31:37.000Z,to and mad that we don view as victim of police brutality,1,2,4
TerrellQ.Rogers,@TQR317,2021-05-21T03:30:57.000Z,She blocked me for calling out white police brutality against This is is on Join to connect with and you may know people the power to share and the world more open and connected,0,0,1
karen leake,@adrucil,2021-05-21T03:27:16.000Z,How To End Police OUT HOW TO END POLICE BRUTALITY FOUND OUT HOW TO END POLICE BRUTALITY ALL TEXT TEXT,0,0,0
Kaarkuzhal Kadavai,@_ayyvin,2021-05-21T03:26:12.000Z,to apologize to me rather start speaking about this As as you can Spread the word Until the start taking action End this police brutality once and for all,0,0,0
Kathy,@grannysidney,2021-05-21T03:24:49.000Z,to and of gave the House but we all know million are about to be homeless is political,1,1,3
naya - patricide era,@mascabre_,2021-05-21T03:24:36.000Z,you as white person are not affected by police brutality what you say not open to criticism on this,1,1,22
BLACKPROUD4EVER,@BLACKPROUD4EVER,2021-05-21T03:24:22.000Z,to and of the entire community for police brutality instead of is like whole class because one out Collective punishment was morally condemned and persuasively against during the of,1,0,2
Wan Muqarram,@mooqie92,2021-05-21T03:20:38.000Z,Honestly police brutality in stop man Quote Tweet Free Today The year old was said to have been taken in at am and according to the police incident report he at Death Custody,0,0,0
Irate_genius,@Irategenius2,2021-05-21T03:20:36.000Z,how do report police brutality my home and me,0,0,0
MamaHawk9803,@mamahawk9803,2021-05-21T03:20:27.000Z,to legislative session was an all out assault on education and public health they police brutality and greater on and targeted Not to mention our water is with farm and property way,0,0,3
ꪜᛕ,@_valorieKAY,2021-05-21T03:20:18.000Z,feel like every movie show with or about black people have to be about police brutality and racism That annoying depressing Spread the awareness but give us some happy positive we already living the sad,0,0,1
Ritvik Mishra,@07ritvik,2021-05-21T03:19:35.000Z,,0,0,0
Mark Pine,@markpine360,2021-05-21T03:19:23.000Z,The and their civilian lie and scam team will burn million me like it penny It all about lie scam police at New York The and their civilian lie and scam team will burn million me like it penny It all about lie scam police at,0,0,0
Mark Pine,@markpine360,2021-05-21T03:19:21.000Z,The and their civilian lie and scam team will burn million me like it penny It all about lie scam police New York,0,0,0
Raging Centrist,@moderated_mike,2021-05-21T03:19:06.000Z,to and the problem was that it was entirely avoidable by the and he did nothing but throw gas on the fire were triggered by several highly of police brutality Not sure who was supposed to stop that,4,0,0
Patrick MB,@PSawyerSchu,2021-05-21T03:18:30.000Z,don need to see any police brutality or the and of Lady on ANY show next broadcast season You reflected it Let move on GIF,0,0,0
Mark Pine,@markpine360,2021-05-21T03:17:32.000Z,The and their civilian lie and scam team will burn million me like it penny It all about lie scam police,0,0,0
C͓̽L͓̽A͓̽S͓̽S͓̽I͓̽F͓̽I͓̽E͓̽D͓̽ █ ███ 𝐸𝓈𝓆. ███,@LadyLegalish,2021-05-21T03:17:05.000Z,badge is NOT SHIELD badge is NOT GET OUT OF JAIL FREE CARD Hold the surviving accountable and LOCK THEM UP hope to see the involved,0,0,0
Cop Killer (Militant Atheists & Tankies Blocked),@Im_tired1619,2021-05-21T03:16:58.000Z,Black were forcibly and of police brutality institutional discrimination housing discrimination harassment and hostility from white when trying to move into white and port Hate and race,1,0,6
dick van d slur,@thechevypickup,2021-05-21T03:16:23.000Z,police Tweet state initially told family that he on impact after into tree But newly video police actually and dragged and cursed at him while it was happening,0,12,5
Angela Bruecks,@AngelaBruecks,2021-05-21T03:15:41.000Z,to and we already have full accounting aka visual of all the peaceful the police brutality in an effort to shut them down Thing is none of them tried to overturn an election and overthrow our government,0,0,0
Support BLM Today!,@supportBLMtoday,2021-05-21T03:07:39.000Z,racism justice equality following media potentially sensitive content Change View,0,0,0
Samuel Anderson,@Gambacha1186,2021-05-21T03:05:55.000Z,FOUND OUT HOW TO END POLICE BRUTALITY via Check out this man he is so on point about what going on Systemic Racism is not real it just the man they to have something to change but can name one person doing it FOUND OUT HOW TO END POLICE BRUTALITY FOUND OUT HOW TO END POLICE BRUTALITY ALL TEXT TEXT,0,0,1
Rebecca Hudson BLMTime4change,@becluv72,2021-05-21T03:04:23.000Z,every had me in too many of my leaving but know will continue to fight for social injustice police brutality racism which me truly happy thanks for great,0,0,0
TheGoodGuy,@NewEconomyOrder,2021-05-21T03:03:30.000Z,We need to stop Tweet The Daily Beast Video You be able to breathe officer dying man,0,0,0
Signal13app,@Signal13_App,2021-05-21T03:03:28.000Z,Signal Police brutality Video from,0,0,0
back pain,@petesake8,2021-05-21T03:03:03.000Z,to and not you trying to move the goal post the first was about activist fighting for the right of all people fighting against police brutality providing shelter and food for homeless And the last one was about fighting for abortion,2,0,1
Cliff Olney,@CliffOlney,2021-05-21T03:02:27.000Z,Anyone who been paying attention to the staggering persistent lack of accountability for in this country this in our police There no mistaking the message are sending in and Brown and Brown are the latest in long line of by police to withhold evidence that them look bad or might allow or their to get closer to,0,1,4
ॐ,@JasonSamfield,2021-05-21T02:59:43.000Z,feel like we have collectively all turned into snuff video in this era of social media and over police brutality or war or think probably seen upwards of couple hundred people die on video What about you,0,0,0
from the river to the sea,@hotleadenema,2021-05-21T02:58:27.000Z,to we have more video of war than we do of police brutality,0,0,0
Joey Greco,@CryptoMaster666,2021-05-21T02:58:10.000Z,to is WHERe is the for police brutality crow racist red lining Black people always last priority,0,0,1
TenaciousEye,@TenaciousEye,2021-05-21T02:57:48.000Z,to arrest is not the same as assault Resisting arrest is not the same as murder There obviously no lie you won tell in order to rationalize police brutality,0,0,0
babyel #,@hehreally,2021-05-21T02:57:18.000Z,Stop police brutality Quote Tweet year old security guard was picked up by police from his workplace in Bandar Baru this morning for into an extortion case Show this thread,0,1,1
from the river to the sea,@hotleadenema,2021-05-21T02:56:52.000Z,How close are we to seeing eye for an eye with of police brutality,0,0,1
Kay,@kdhanjal12,2021-05-21T02:55:55.000Z,should be Inspirational people for this generation They under several on top whoever is in border they in police brutality and now dealing with covid crisis They re essential in the world,0,7,9
Sezzvyniia James,@sezzvyniia,2021-05-21T02:55:26.000Z,Same station same race see what the government is going to do for their own country Tweet Free Today The year old was said to have been taken in at am and according to the police incident report he at Death Custody,0,0,1
LJ,@Am3thystAnarchy,2021-05-21T02:55:24.000Z,to and keep saying you support an organization as if you are utterly unaware that the political organization of the same name been around for over decade and is not the same as the social movement against police brutality Would you like to try again,0,0,0
Dana#MakeSchoolASaferPlace,@danadedany,2021-05-21T02:54:45.000Z,autopsy ni police brutality blah blah if it autopsy if riot ye no sympathy obvious backup sang tu,0,0,2
NewsView,@_NewsView,2021-05-21T02:54:41.000Z,the only issue is huge budget expense The pandemic pension and financial mismanagement have eroded the of good governance our leadership class to repackage public safety as re imagine While Crime Fell the Cost of budget almost since to billion,1,0,0
JD,@MMEnjoyer,2021-05-21T02:48:13.000Z,also found it really funny that the guy did the line while being fan of all where police brutality towards black person is literally shown in part it so Tweet Saw Beat on the and immediately got of when the dude decided being racist enough and the fandom for two to say the funny play real line,0,0,0
Al-Fadil Ostad Ahmengg,@topeknjj,2021-05-21T02:47:10.000Z,Tweet Mother of grieving outside as her son who was brought into the police station today was dead by the police officer Show this thread,1,0,0
A. Kush,@a1kvsh,2021-05-21T02:46:01.000Z,Why the thing as big as the thing was sorry but you can have big energy for police brutality against black people then stay quiet about mass murder and extinction of whole country The government should be accountable for their,1,1,1
John Williams,@ashlandJohn,2021-05-21T02:45:45.000Z,The acquired body cam footage of brutally torturing killing black suspect as he for his life lied for originally telling the suspect family that he in car accident Withheld For Black Man Fatal Arrest As He For His Life your brother can be telling state in the footage two later in case that been shrouded in secrecy,0,0,0
Bruce Ray Carr 2020 & FOREVER!,@BruceRayCarr1,2021-05-21T02:43:28.000Z,to and you really want one on them as well It likely that investigation will turn up numerous right wing white trying to smear with false Also commission also look into police brutality Without that no,0,0,0
dolores PATRIOT,@dolores80179419,2021-05-21T02:42:37.000Z,FOUND OUT HOW TO END POLICE BRUTALITY via Officer advise OUT HOW TO END POLICE BRUTALITY FOUND OUT HOW TO END POLICE BRUTALITY ALL TEXT TEXT,0,0,0
Veronica,@Veronic69309797,2021-05-21T02:42:04.000Z,Tweet got her second shot May to No sh Yet still deny racism,0,0,0
 Brandon ,@Showtime_Beezy,2021-05-21T02:40:55.000Z,black man taking simple knee during the national anthem In protest of police brutality really got in uproar but turned around and immediately bill for protection Not saying they don deserve it but mon,1,0,3
#KeepMasking #CovidisAirborne #HighRisk #MaskUp,@pop_popculture,2021-05-21T02:39:32.000Z,Tweet The Daily Beast Video You be able to breathe officer dying man,0,0,0
bruninha,@wildestbruna,2021-05-21T02:38:51.000Z,to when she and ended police brutality,0,0,1
aly,@lylypadxx,2021-05-21T02:38:50.000Z,the topic of police brutality among other for my group last but receive support from some of my and still bitter about it,1,0,3
rammy ⁷,@elrammytorres,2021-05-21T02:37:05.000Z,to about this when first to her she was really nice about black people and like what was going on at that time she was spreading about police brutality and stuff like that but there chance she did do it since she was probably drunk but who,1,0,1
JSYLR,@joealphafake,2021-05-21T02:36:32.000Z,Police brutality to be stopped Quote Tweet Free Today The year old was said to have been taken in at am and according to the police incident report he at Death Custody,0,0,0
Tammy Miers,@GaddyTam12ge,2021-05-21T02:36:15.000Z,to the are how will we ever have peace They tortured for That hell How does anyone except get in that state of mind to just keep another human being,1,2,5
Cookie Ollie,@CookieOllie,2021-05-21T02:34:31.000Z,to and of death heart attack So how was it police brutality must had been the shock after seeing the lockup food,0,0,0
Alex Ghenis,@aghenis,2021-05-21T02:34:12.000Z,to and violence as an uprising against police brutality is entirely different than out attack with of people in from around the country to storm the capital and beat police with lead Tick tock,1,0,1
Matt Corvin,@mattcorvin1,2021-05-21T02:32:42.000Z,to and There no It in dispute who the summer The it was white There is no equivalence was historic oppression and police brutality were rioting because of about election fraud,0,0,0
freyr #KembalikanTanahAdat,@notsoaidil,2021-05-21T02:30:08.000Z,another death in police custody my heart hearing this injustice while police brutality goes unaddressed by they prosecute for writing the truth how many more until we finally have the less than an hour after arrest by The year old was said to have been taken in at am and according to the police incident report he at,0,1.5K,788
eli,@agletfan,2021-05-21T02:29:32.000Z,to the police break up peaceful for police brutality here,1,0,1
muñeka36,@munekav32,2021-05-21T02:27:59.000Z,racist,0,0,0
Dotheright,@Sylfri1,2021-05-21T02:27:51.000Z,to and brutality How about stop breaking the law,0,0,0
Misto Rivera,@MistoRivera,2021-05-21T02:26:25.000Z,It beginning to look lot like genocide Do racist gravitate to Or do they teach this skill in the police academy Justice,0,3,2
Rj Hoff,@epjew,2021-05-21T02:25:25.000Z,But for nearly impenetrable qualified immunity doctrine the criminal case in history is waiting to be With nationwide jurisdiction,0,2,1
PDX Yang Gang,@PDXYangGang,2021-05-21T02:24:57.000Z,to take Warning Police Brutality,1,0,6
Open Letters,@openletterbot,2021-05-21T02:24:26.000Z,Please do something about voter suppression and police brutality from voter in Stone Mountain Ga to and GA Write your own,0,0,0
Şakira,@schayuslan,2021-05-21T02:22:36.000Z,Another police brutality Quote Tweet Mother of grieving outside as her son who was brought into the police station today was dead by the police officer Show this thread,0,0,1
Capt.melo,@MeloCapt,2021-05-21T02:22:25.000Z,to and police brutality and racism not quite the same as trying to insurrection against our country and trying to overturn an election,0,0,0
B̶a̶r̶r̶y̶,@redactebdarry,2021-05-21T02:21:48.000Z,nothing to force to face the culture of police brutality it that in the police assault on in Al It not ended the blockade nor stopped the in the West Bank It Bibi government if anything it,2,0,14
Kenny Labbé,@kenny_labbe,2021-05-21T02:21:25.000Z,No sympathy for anywhere in Crying about no in past four but gladly took covid money to pay Million month in police last year to brutalize peaceful police brutality Bad optics President,0,0,1
𝙖𝙗𝙨 | 𝔰𝔱𝔲𝔭𝔦𝔡 𝔪𝔢𝔞𝔱𝔟𝔞𝔩𝔩,@alrightabigail,2021-05-21T02:20:35.000Z,why is it that can handle police brutality without making it but can,1,2,48
𝐈𝐯𝐚𝐧 𝐌𝐚𝐫𝐤 𝐃’𝐂𝐫𝐮𝐳,@IvanMarkDCruz,2021-05-21T02:17:52.000Z,What the heck is going on Police brutality towards to end and we need change now How many more must be before action is taken We can keep loosing our and to police brutality Tweet Free Today The year old was said to have been taken in at am and according to the police incident report he at Death Custody,0,3,3
Mech,@Mech31346467,2021-05-21T02:16:41.000Z,One more brother with cure for police brutality while blowing out the window racism,0,0,0
d rose #SaveSheikhJarrah,@drosepali,2021-05-21T02:15:38.000Z,They acting like black and brown in don have to mourn the lost to police brutality,1,8,65
callmekarthy,@karthyyyyyyy,2021-05-21T02:14:47.000Z,Pretty sure gone into They re use international issue covid as reason to overlook this matter But you know what Let make these go global our are useless so no,1,11,13
Olayemi Olurin,@msolurin,2021-05-21T02:14:44.000Z,tired of of police brutality because at this point They become for people to debate about individual of police brutality and to pick and choose when they have sympathy when police brutality is systemic problem that we need to root out as whole,4,27,125
fabulousdevil246,@fabulousdiva246,2021-05-21T02:11:06.000Z,to and police is regular thing because they are Police brutality because the police are supposed to protect us,0,0,0
Adewale Adeniran MSc Information System Security,@waxyla1,2021-05-21T02:10:25.000Z,to President we need you to sign into law law to protect we have gone through so much over the past The slavery era the Crow Black wall street massacre now police brutality,0,0,1
furbabies mommy,@furbabies_mom,2021-05-21T02:09:37.000Z,DONT GIVE ABOUT YOUR or brother who stole car and put in danger they could have bunch of and themselves this police brutality hell na The following media potentially sensitive content Change View,1,0,0
Brandon is tired of all the killing,@OKNerdLife1,2021-05-21T02:09:28.000Z,to and argue that there pointed out that that the aim of everything with label on it And no you calling it reform the vote is just asinine It was an attempt to stop keep president in office who lost it Way different from police brutality WAY,1,0,0
Positivity Virgo,@happinessbccc,2021-05-21T02:08:33.000Z,DONT LIE following media potentially sensitive content Change View,0,0,0
TravisWashington,@TravisHandsup,2021-05-21T02:08:19.000Z,to to Homeless shelter Donate to Donate to of Police Brutality Then keep the rest,0,0,1
Black Wolf Wood Works,@BlackWolfWoodW1,2021-05-21T02:07:41.000Z,Why Why is this still happening police reform on year old mental health police unlawful,0,0,0
ᴮᴱ⁷Diva finals,@_at_horizon,2021-05-21T02:07:13.000Z,The one constant thing that been seeing is that only fight for our in Police brutality is being targeted to us but don see other talking about this sincerely hope this Please help Quote Tweet Hey it very that all supporting your fellow and in But are all aware about the police brutality happening in our own country to our fellow Are all Prove me wrong,0,0,0
Mech,@Mech31346467,2021-05-21T02:06:54.000Z,to and brother to educate you How to end police brutality,0,0,0
Ron Hollenback,@HollenbackRon,2021-05-21T02:06:43.000Z,to at that police brutality Those were just minding their own business will be setting up parade for them and their,0,0,0
Sherman Aymond,@Sherman38865,2021-05-21T02:05:06.000Z,Solution to police brutality Every time cop up they have to replace them with little person,0,0,0
RazorbackSportsFan,@RazorbackSport1,2021-05-21T02:02:06.000Z,to and is singlehandedly the definition of police brutality,1,3,33
ron,@josefmamma,2021-05-21T02:01:53.000Z,to and be fair the in that incident have been violent lie about his death But to say race to do with it The guy was running from police in high speed pursuit You can just pull the race card in every instance of police brutality it no sense,1,0,0
Judy C,@jchamj,2021-05-21T02:01:40.000Z,to an woman happy to see this bill but also and at how the administration this level of action with police brutality If they can do this for the community they should have done this for the black community This wrong,0,0,0
RazorbackSportsFan,@RazorbackSport1,2021-05-21T02:01:25.000Z,to is singlehandedly the definition of police brutality,1,1,14
Bᴜʀᴋʜᴀɴ Kʜᴜɴʙɪsʜ,@CircusSyndicate,2021-05-21T02:01:17.000Z,to and those were to protest police brutality not to stop democracy,3,0,0
Benjamin C.E.O. Greeley,@benjamingreeley,2021-05-21T02:01:14.000Z,Will these be legally or like Lime future where police brutality is stopping theft of from food delivery bot Quote Tweet don know if ever felt so by video,0,0,0
Dr. Jones,@emmie_love9,2021-05-21T01:59:13.000Z,We living in strange times wonder when will provide with bill that will protect us against police brutality,0,3,6
Social Worker For Equal Justice,@TestimoniToni,2021-05-21T01:58:46.000Z,to like police brutality make you anti police,0,0,1
en,@murdockism,2021-05-21T01:58:29.000Z,violence police brutality Quote Tweet Middle East Eye May correspondent whilst she was covering the nationwide general strike in Old City was beaten pepper and had her removed as she was the detention of young boy,0,1,1
Black diaspora Voice.,@BlackdiasporaV1,2021-05-21T01:57:10.000Z,People are starting to show up at police police brutality against From,2,4,10
GBDave,@GBDave,2021-05-21T01:57:03.000Z,Just saw this pop up on is awesome haven watched his video yet but already have the solution DON COMMIT THAT CAN GET YOU YOU NEVER BE VICTIM OF POLICE BRUTALITY simple,1,0,1
cliffard satterwhite,@CliffTheSav,2021-05-21T01:55:58.000Z,Just waiting on my Justice saying have no proof as police brutality victim is hate crime excited to finally see justice for all of this,0,0,0
m a y a,@KioshiWarrior,2021-05-21T01:54:38.000Z,to sI so bad with these same with police brutality It just hard to know these are going on and there only so much we can do to help,0,0,0
Santiago,@SantiGonza77,2021-05-21T01:54:28.000Z,es Tweet Tweet de la al,0,6,4
cliffard satterwhite,@CliffTheSav,2021-05-21T01:54:27.000Z,Because of the COVID Hate Crime Bill your case was and we re you million plus pain and suffering for surviving Police Brutality,1,0,0
kai♡,@betterinpearIs,2021-05-21T01:54:16.000Z,my first reason to step away from demi should been them trying to deflect the mess that was their engagement by up victim of police brutality like,3,4,24
Lynn Metzger MS 1776 American Revolution 2.0,@narniagirl55,2021-05-21T01:53:48.000Z,to and would anyone call the police These are the people calling to them This is what when we have no police the who complain about police brutality are more brutal than the police When she her face There is no respect for life,1,0,1
Black diaspora Voice.,@BlackdiasporaV1,2021-05-21T01:52:20.000Z,President Joe sign the anti crime bill for But will not take any executive order to specifically protect from police brutality and white And bill is dead in the Senate Quote Tweet Nick You want to know what Special Protection like Here it is Yet of ALL hate are against Black people Nobody is passing special for that These continue to show you your only response is they are better than,0,2,2
Peter Merlin Cane,@PeterMerlinCane,2021-05-21T01:51:25.000Z,State Police him and then told his family he had in car wreck Say his name Yes you he was Black and his were white family they were told he in car wreck Video now was After fatal encounter with the State Police family said police told them he after into tree during high speed chase,1,9,16
AspiringHolyFool,@populistoutloud,2021-05-21T01:51:10.000Z,to Crumb will never not have work This is and hopefully the beginning of the final end of unaccountable police brutality Thank God for video,0,0,0
Nam,@nam_odn,2021-05-21T01:50:21.000Z,May made an uproar of social justice due to police brutality and his family dealt with the pain of their love one life being taken away at of that hold term of protect serve Silence the day of May for the respect of,0,2,5
Frogger Neal,@froggneal,2021-05-21T01:50:15.000Z,same it all just bunch of people who love police brutality with each other over nonsense Quote Tweet Mo Me watching Right and Lori tear at each other Hope they all burn GIF,0,1,0
E. Green,@EGreen30655694,2021-05-21T01:50:11.000Z,the only way we as Country can go forward and heal we need to stop in this Country deserve just like everyone else and the best way to achieve that is to the police Union and Pension Quote Tweet This is powerful absolutely true twitter,0,0,1
Michael L. Irons,@DarkNRomantic,2021-05-21T01:49:43.000Z,FOUND OUT HOW TO END POLICE BRUTALITY FOUND OUT HOW TO END POLICE BRUTALITY FOUND OUT HOW TO END POLICE BRUTALITY ALL TEXT TEXT,0,0,0
Vness Rising,@VanessaWalters,2021-05-21T01:49:09.000Z,When people say statistically there that much police brutality against black people wonder what they re because most police brutality as such In over excited himself to death In US Green had car accident,0,2,4
Lily,@Lily55272218,2021-05-21T01:49:07.000Z,to they absolutely should be doing something about police brutality Yes discrimination against other is still something we should be working towards But sick of people acting like this bill was unnecessary or unimportant News flash IT,0,0,0
Karen Farber,@Farbeka,2021-05-21T01:49:02.000Z,This is such disgrace Such an egregious example of police brutality cruelty no regard for human life the blue wall of silence as it took two to see the police body cam footage total lack of humanity and just plain sadism Quote Tweet was dragged face down and as he was being by police Police lied in their report saying ONLY that he unresponsive The incident in The body cam footage was just,0,0,1
the only thing we must not tolerate is intolerance,@orionsbelle,2021-05-21T01:49:01.000Z,police Tweet Black man who after pursuit by State Police in can be to and telling them he was before being dragged and in newly body camera video by the Associated Press,0,0,0
I am Satoshi,@IAMSATOSHI69,2021-05-21T01:48:05.000Z,to and you blind white Black on black and black on are off the and all only focus on police brutality Ben Crump is making killing off of all these and he and his other civil doing to help the ghetto,2,0,7
theywillnotsilenceme,@theywillnotsil1,2021-05-21T01:47:51.000Z,to and is one of the most horrific of police brutality seen besides Rodney King These police need to be with murder point blank This poor family,0,1,5
SOLAR best girl,@clownmoomoo,2021-05-21T01:46:41.000Z,Police brutality in will never stop Polis dan This time apa Tweet Statement from District Police Chief Preliminary found the suspect had history of heart disease treatment are still ongoing and the case is classified as Sudden Death Report and autopsy Show this thread,0,0,0
Bprophetable ⧖,@bprophetable,2021-05-21T01:44:59.000Z,Racism Tweet Clinical Activist to and year old indigenous boy riding his bicycle town th street Police accost him on suspicion bike is stolen Arrest him when he himself his innocence men incarcerate him By dinner time he is dead Made news nothing else If white,0,1,2
LifeofaLifer,@LifeofaLifer,2021-05-21T01:43:40.000Z,with an independent experienced journalist who in mass incarceration prison and police brutality,0,1,1
Meor Izzat,@MeorIzzat,2021-05-21T01:43:38.000Z,another police brutality of course they will try to close the case with medical Tweet Mother of grieving outside as her son who was brought into the police station today was dead by the police officer Show this thread,0,0,0
Jasmine Lane,@MsJasmineMN,2021-05-21T01:43:17.000Z,to would you have them read anything NOT grounded in police brutality,1,0,4
Sunida E,@SuniDae,2021-05-21T01:43:12.000Z,The MOVE group was definitely and It was massacre All to shut down opposition to against Black and nothing Police are more than ever,0,0,0
"The Desk Of Pengologist, TeamAGH",@Pengologist,2021-05-21T01:37:43.000Z,to and twitter status Resign,0,0,0
BlackMountain,@DBlack_Mountain,2021-05-21T01:35:59.000Z,What Was The Reason For Pouncing After All He Was Already,0,0,2
Madhura Prasad,@ladyquixotic,2021-05-21T01:35:43.000Z,This is perhaps the most disturbing police brutality video ever seen This merely excessive force manslaughter it is so obviously murder gang murder don know how you watch that and not imagine family pain would destroy everything Quote Tweet state beat Black man after chase in video Police had withheld video and on impact in crash Video from punch stun and drag while then leave him wounded for min,0,0,0
Dr. Melvin G. Brown,@GRevmgbrown4,2021-05-21T01:35:21.000Z,Gray Is on Mission to Support of Police Brutality Gray Is on Mission to Support of Police Brutality The singer to about My Good foundation she in to support whose were by police,0,1,0
Patricia Gillett,@PattieGillett,2021-05-21T01:35:10.000Z,Remember when bunch of people got convinced that police brutality somehow the military So sitting US Senator Quote Tweet Ted Holy crap Perhaps woke military is not the best idea twitter st,0,1,1
Cubana siempre hasta la muerte,@qbanqt,2021-05-21T01:33:49.000Z,to we tend yo use bathing suit can imagine the privilege of THIS being something that me guess when you re not worried about your reproductive civil police brutality you can do this,0,0,2
Ms. Battle #F1 Freedman 1st,@MsBattle46,2021-05-21T01:32:43.000Z,license to kill Black people Police brutality to go via license to kill Black people Police brutality to go To support the BE THE POWER platform you can contribute to our purchase our merch go to our can,0,0,0
RWLatstetter,@latstetter,2021-05-21T01:32:35.000Z,Cop suspended amid of police brutality in video chief via suspended amid of police brutality in video chief The is also helping the police department investigate news yahoo,0,1,2
AMUNRA,@AMUNRA46008328,2021-05-21T01:32:18.000Z,unresponsive and was transported to medical center green The Was Slay Where are you,0,0,1
abby || END POLICE BRUTALITY,@bunnybobateaa,2021-05-21T01:32:08.000Z,hurley,0,0,2
Mariana Ferrari,@marianaferrari,2021-05-21T01:30:08.000Z,to and STOP STOP This was beyond vile These are We the people and ESPECIALLY the white people need to put hard stop in police brutality against black people don know how and where to start but love to read your and get,0,0,1
Jayaselan,@Jayasel02266330,2021-05-21T01:30:07.000Z,to and Its kind of emotional when seeing our community being Will maintain with police brutality,1,0,0
teleSUR English,@telesurenglish,2021-05-21T01:30:00.000Z,Panama The Foreign Ministry on it is its border with starting today as hundred of are trying to migrate the social unrest and police brutality in their country amid the COVID pandemic Panama Its to The temporary decision comes as on its with Brazil and Panama which had been closed since March net,0,14,10
Ashley Perry,@AshleyPerry42,2021-05-21T01:29:45.000Z,to end Quote Tweet Don NEW VIDEO cannot stand by while white police continue to execute Black people in this country We made this video to address this horror and to offer three step solution to HELP stop this madness,0,11,25
Sawnya,@SawnyaA,2021-05-21T01:27:45.000Z,to and police violence report,0,0,0
Caspar O'Searcaigh,@AdinVerita,2021-05-21T01:27:34.000Z,Warning Explicit Privilege driver who intentionally officer to tell story Canada Prairie driver who intentionally officer Again the removed it AFTER people told them what kind of they truly are he would have with the police He is not very in,0,0,0
Praveen,@PraveenPhotog,2021-05-21T01:26:56.000Z,Most are They will bootlick the wealthy and powerful people but they will abuse and beat the ordinary Tweet Watch wedding in made to do frog for COVID,0,0,0
